Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
482,Juan Toscano-Anderson\toscaju01,SG,27,GSW,45,865,12.4,.676,.404,.180,3.2,18.9,11.1,16.8,1.7,2.3,21.6,10.9,,1.0,1.2,2.2,.123,,-1.8,1.9,0.1,0.5
483,Axel Toupane\toupaax01,SF,28,MIL,8,61,9.1,.497,.182,.636,0.0,10.0,5.2,7.6,1.5,4.4,0.0,9.7,,0.1,0.1,0.1,.101,,-4.4,1.3,-3.1,0.0
484,Karl-Anthony Towns\townska01,C,25,MIN,43,1474,23.0,.613,.355,.343,7.9,27.2,17.2,22.7,1.0,3.2,13.8,28.8,,3.2,1.4,4.6,.148,,4.0,0.4,4.4,2.4
485,Gary Trent Jr.\trentga02,SG,22,TOT,55,1699,12.3,.541,.551,.124,1.3,7.7,4.4,6.8,1.5,0.5,5.0,20.6,,1.2,0.6,1.7,.049,,-0.5,-2.1,-2.5,-0.2
485,Gary Trent Jr.\trentga02,SG,22,POR,41,1262,12.5,.550,.582,.143,1.7,6.1,3.9,6.8,1.4,0.4,5.3,20.0,,1.3,0.2,1.5,.055,,0.0,-2.4,-2.4,-0.1
485,Gary Trent Jr.\trentga02,SG,22,TOR,14,437,11.9,.516,.474,.077,0.2,12.2,6.0,6.9,1.9,0.7,4.4,22.4,,-0.1,0.4,0.3,.029,,-1.8,-1.2,-3.0,-0.1
486,P.J. Tucker\tuckepj01,PF,35,TOT,45,1214,5.8,.519,.660,.148,4.0,12.8,8.3,5.5,1.4,1.5,17.7,7.3,,0.0,0.9,1.0,.038,,-4.5,0.3,-4.2,-0.7
486,P.J. Tucker\tuckepj01,PF,35,HOU,32,959,5.5,.500,.656,.176,3.5,13.3,8.2,6.2,1.4,1.7,19.0,7.7,,-0.2,0.7,0.5,.025,,-5.1,0.3,-4.8,-0.7
486,P.J. Tucker\tuckepj01,PF,35,MIL,13,255,7.0,.604,.677,.032,6.0,10.7,8.5,3.2,1.3,0.7,11.3,5.8,,0.2,0.2,0.5,.087,,-2.3,0.1,-2.2,0.0
487,Rayjon Tucker\tuckera01,PG,23,PHI,12,49,17.6,.699,.455,1.273,2.3,17.7,10.1,13.6,2.0,0.0,14.9,17.6,,0.2,0.1,0.2,.221,,-1.5,1.4,-0.1,0.0
488,Myles Turner\turnemy01,C,24,IND,47,1455,15.4,.599,.477,.329,4.7,18.1,11.4,4.4,1.3,8.9,11.9,16.5,,1.1,2.3,3.4,.113,,-1.3,1.7,0.4,0.9
489,Jonas Valančiūnas\valanjo01,C,28,MEM,55,1537,23.9,.624,.083,.271,15.1,31.9,23.4,10.2,1.0,2.5,10.9,22.9,,4.2,2.3,6.5,.203,,2.8,-0.6,2.2,1.6
490,Denzel Valentine\valende01,SG,27,CHI,57,979,10.1,.482,.585,.038,2.8,18.7,10.8,13.4,1.5,0.5,9.4,19.4,,-0.4,1.0,0.6,.027,,-2.2,-0.8,-3.0,-0.3
491,Jarred Vanderbilt\vandeja01,PF,21,MIN,57,977,15.9,.607,.020,.482,10.8,24.5,17.4,10.3,2.5,3.7,17.7,12.6,,1.2,1.2,2.5,.122,,-1.9,1.0,-0.9,0.3
492,Fred VanVleet\vanvlfr01,SG,26,TOR,50,1813,16.9,.538,.548,.224,1.8,11.4,6.4,26.3,2.2,2.0,9.2,23.7,,2.5,1.8,4.3,.113,,2.3,-0.1,2.2,1.9
493,Devin Vassell\vassede01,SF,20,SAS,53,853,10.5,.523,.513,.171,2.3,15.0,8.6,7.2,2.2,1.5,6.7,13.8,,0.3,1.1,1.3,.076,,-2.5,1.0,-1.6,0.1
494,Gabe Vincent\vincega01,PG,24,MIA,46,602,6.5,.477,.638,.108,1.9,7.2,4.6,13.6,1.6,0.3,11.9,19.0,,-0.6,0.5,-0.1,-0.004,,-5.2,-1.2,-6.4,-0.7
495,Noah Vonleh\vonleno01,PF,25,BRK,4,11,-19.0,.000,.667,.000,0.0,9.7,5.0,10.2,0.0,0.0,40.0,19.7,,-0.1,0.0,-0.1,-0.487,,-20.9,-8.9,-29.9,-0.1
496,Nikola Vučević\vucevni01,C,30,TOT,64,2150,23.4,.569,.313,.119,6.3,30.6,18.2,21.0,1.4,1.8,8.0,29.3,,3.4,2.8,6.2,.138,,5.3,0.2,5.5,4.1
496,Nikola Vučević\vucevni01,C,30,ORL,44,1500,23.6,.565,.317,.121,5.8,31.0,18.0,22.0,1.4,1.7,8.0,30.0,,2.2,1.9,4.1,.130,,5.5,0.1,5.6,2.9
496,Nikola Vučević\vucevni01,C,30,CHI,20,650,23.1,.579,.303,.115,7.3,29.7,18.6,18.6,1.4,2.1,7.9,27.8,,1.2,0.9,2.1,.155,,4.8,0.4,5.2,1.2
497,Dean Wade\wadede01,PF,24,CLE,55,957,11.4,.568,.690,.093,3.4,16.8,9.9,9.5,1.3,1.8,7.5,12.7,,0.9,0.8,1.7,.085,,-0.8,-0.2,-1.0,0.2
498,Moritz Wagner\wagnemo01,C,23,TOT,37,506,13.1,.582,.360,.398,3.8,18.7,11.2,10.9,2.0,2.2,14.1,18.3,,0.4,0.6,1.0,.094,,-2.4,0.7,-1.7,0.0
498,Moritz Wagner\wagnemo01,C,23,WAS,25,375,15.5,.614,.344,.426,3.7,16.9,10.3,11.9,2.7,1.8,12.7,18.4,,0.5,0.5,1.1,.135,,-1.1,0.9,-0.2,0.2
498,Moritz Wagner\wagnemo01,C,23,BOS,9,61,-1.0,.370,.429,.143,5.5,29.4,17.4,12.4,0.0,1.5,37.7,16.8,,-0.2,0.1,-0.2,-0.146,,-10.8,-0.7,-11.5,-0.1
498,Moritz Wagner\wagnemo01,C,23,ORL,3,70,12.5,.527,.400,.400,2.9,18.6,10.4,4.3,0.0,5.3,3.3,18.8,,0.1,0.1,0.1,.085,,-2.5,0.8,-1.7,0.0
499,Kemba Walker\walkeke02,PG,30,BOS,39,1227,16.7,.546,.529,.204,1.2,12.9,7.0,24.1,1.7,0.8,10.9,25.6,,1.6,1.0,2.6,.103,,2.0,-0.6,1.4,1.1
500,Lonnie Walker\walkelo01,SG,22,SAS,51,1286,10.1,.531,.456,.133,0.9,9.9,5.3,9.3,0.9,1.0,9.4,20.3,,-0.3,0.9,0.6,.022,,-2.1,-1.6,-3.7,-0.6
501,John Wall\walljo01,PG,30,HOU,40,1288,15.6,.503,.343,.291,1.3,9.6,5.3,36.7,1.5,2.2,14.7,31.7,,-0.9,0.9,0.0,-0.002,,1.4,-1.6,-0.2,0.6
502,Brad Wanamaker\wanambr01,PG,31,TOT,57,958,9.0,.478,.299,.310,1.6,8.9,5.3,22.7,1.9,1.1,17.3,17.3,,-0.4,0.9,0.5,.025,,-4.8,-0.3,-5.1,-0.8
502,Brad Wanamaker\wanambr01,PG,31,GSW,39,625,8.6,.468,.353,.324,1.4,9.8,5.6,20.9,2.0,0.9,15.8,16.0,,-0.2,0.7,0.4,.032,,-4.7,0.3,-4.4,-0.4
502,Brad Wanamaker\wanambr01,PG,31,CHO,18,333,9.7,.493,.213,.287,1.9,7.3,4.6,25.9,1.9,1.5,19.8,19.7,,-0.2,0.3,0.1,.011,,-5.2,-1.3,-6.4,-0.4
503,T.J. Warren\warretj01,SF,27,IND,4,117,11.7,.560,.137,.196,1.9,11.1,6.5,6.6,0.8,0.0,6.7,21.7,,0.1,0.1,0.1,.047,,-3.0,-2.5,-5.5,-0.1
504,P.J. Washington\washipj01,PF,22,CHO,57,1710,13.5,.559,.408,.224,5.0,17.9,11.4,12.5,1.6,4.3,15.2,19.4,,0.4,2.0,2.4,.069,,-1.3,0.3,-1.1,0.4
505,Yuta Watanabe\watanyu01,SF,26,TOR,46,637,12.7,.582,.494,.175,5.9,19.2,12.4,7.7,1.7,3.0,9.3,12.4,,0.8,0.7,1.5,.114,,-1.0,0.4,-0.6,0.2
506,Tremont Waters\watertr01,PG,23,BOS,21,159,14.5,.535,.449,.286,2.1,6.4,4.2,38.4,4.0,0.0,25.6,20.1,,0.1,0.2,0.3,.084,,-0.4,0.6,0.2,0.1
507,Paul Watson\watsopa01,SF,26,TOR,27,297,10.9,.649,.780,.098,1.4,15.7,8.3,8.2,1.0,1.0,9.5,13.8,,0.4,0.2,0.6,.098,,-0.7,-0.7,-1.4,0.0
508,Quinndary Weatherspoon\weathqu01,SG,24,SAS,17,76,4.5,.487,.125,.500,2.8,5.7,4.2,8.5,3.8,2.2,31.6,16.4,,-0.2,0.1,-0.1,-0.050,,-8.9,1.0,-7.9,-0.1
509,Russell Westbrook\westbru01,PG,32,WAS,57,2042,18.7,.505,.212,.328,5.0,28.0,16.5,47.2,1.7,0.8,18.4,30.9,,-0.3,2.7,2.4,.057,,2.0,0.5,2.5,2.3
510,Coby White\whiteco01,PG,20,CHI,61,1888,11.7,.534,.483,.170,1.4,13.1,7.3,21.4,0.9,0.6,13.9,22.5,,0.4,1.3,1.7,.044,,-1.5,-1.5,-3.0,-0.5
511,Derrick White\whitede01,SG,26,SAS,36,1064,15.0,.550,.536,.252,1.3,9.5,5.3,17.5,1.2,2.9,8.2,22.5,,1.0,1.0,2.0,.091,,1.1,0.0,1.1,0.8
512,Hassan Whiteside\whiteha01,C,31,SAC,36,546,19.3,.566,.004,.353,12.3,32.0,22.0,5.6,0.8,7.1,13.4,23.6,,0.3,0.6,0.9,.076,,-1.8,-0.6,-2.5,-0.1
513,Greg Whittington\whittgr01,PF,27,DEN,4,12,-10.2,.000,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,,-0.1,0.0,-0.1,-0.259,,-11.4,-6.1,-17.5,0.0
514,Andrew Wiggins\wiggian01,PF,25,GSW,64,2118,14.6,.565,.355,.240,3.5,11.8,7.7,11.1,1.4,2.7,10.2,23.0,,0.8,2.3,3.2,.072,,-0.2,-0.6,-0.8,0.7
515,Grant Williams\willigr01,PF,22,BOS,56,1014,7.1,.541,.550,.191,4.7,12.3,8.5,6.9,1.4,1.9,17.8,11.7,,0.0,0.9,0.9,.043,,-4.1,-0.1,-4.2,-0.6
516,Kenrich Williams\willike04,PF,26,OKC,64,1373,13.6,.594,.282,.163,6.2,14.0,10.1,15.9,1.7,1.0,14.8,15.1,,1.5,1.2,2.7,.094,,-1.2,0.6,-0.7,0.5
517,Lou Williams\willilo02,PG,34,TOT,59,1314,14.3,.520,.270,.277,1.7,8.6,5.2,22.7,1.8,0.4,12.6,25.8,,0.6,1.0,1.6,.059,,-1.0,-1.7,-2.7,-0.2
517,Lou Williams\willilo02,PG,34,LAC,42,918,15.8,.529,.277,.277,1.9,8.7,5.4,23.2,2.1,0.4,12.0,26.4,,0.7,0.9,1.6,.083,,-0.5,-1.4,-1.9,0.0
517,Lou Williams\willilo02,PG,34,ATL,17,396,10.9,.498,.254,.278,1.4,8.2,4.8,21.6,1.0,0.4,14.0,24.3,,-0.1,0.2,0.0,.004,,-2.1,-2.5,-4.6,-0.2
518,Patrick Williams\willipa01,PF,19,CHI,63,1776,10.1,.558,.263,.227,3.4,14.5,9.0,6.6,1.5,2.0,14.2,14.8,,0.1,1.8,1.9,.052,,-2.8,-0.1,-2.9,-0.4
519,Robert Williams\williro04,C,23,BOS,50,953,25.9,.717,.008,.283,15.1,25.9,20.5,14.3,2.2,8.8,15.3,15.0,,3.3,1.9,5.2,.260,,3.0,3.2,6.2,2.0
520,Zion Williamson\willizi01,PF,20,NOP,59,1952,27.4,.652,.032,.512,8.9,14.7,11.8,19.7,1.3,1.8,11.4,29.8,,7.2,1.4,8.6,.212,,5.8,-0.4,5.4,3.7
521,D.J. Wilson\wilsodj01,PF,24,TOT,35,433,11.6,.511,.518,.149,4.8,23.1,13.7,8.0,1.2,3.3,10.9,19.7,,-0.2,0.5,0.3,.038,,-2.8,-0.7,-3.5,-0.2
521,D.J. Wilson\wilsodj01,PF,24,MIL,12,105,8.5,.490,.651,.047,3.1,21.2,12.5,3.7,0.4,3.4,8.4,19.2,,-0.1,0.1,0.1,.025,,-3.3,-2.1,-5.4,-0.1
521,D.J. Wilson\wilsodj01,PF,24,HOU,23,328,12.6,.518,.472,.184,5.3,23.7,14.1,9.4,1.4,3.3,11.8,19.9,,-0.1,0.4,0.3,.042,,-2.6,-0.2,-2.8,-0.1
522,Dylan Windler\windldy01,SF,24,CLE,31,513,10.8,.567,.592,.208,4.3,19.6,11.7,9.3,1.8,2.1,18.4,14.8,,0.0,0.5,0.5,.049,,-1.8,0.1,-1.7,0.0
523,Justise Winslow\winslju01,SF,24,MEM,24,464,5.3,.375,.251,.152,3.6,20.2,11.8,12.7,1.5,2.4,14.3,21.6,,-1.4,0.6,-0.8,-0.083,,-6.8,0.0,-6.8,-0.6
524,Cassius Winston\winstca01,PG,22,WAS,20,97,11.0,.575,.515,.182,0.0,9.8,4.9,16.7,1.0,0.9,12.3,17.4,,0.1,0.1,0.1,.068,,-1.7,-1.2,-2.9,0.0
525,James Wiseman\wisemja01,C,19,GSW,39,836,13.1,.552,.103,.234,7.0,21.6,14.4,5.0,0.6,3.8,12.9,23.8,,-0.4,1.1,0.7,.039,,-4.0,-1.4,-5.4,-0.7
526,Christian Wood\woodch01,C,25,HOU,41,1326,20.2,.591,.322,.309,5.8,26.7,15.8,9.5,1.2,3.3,9.9,25.9,,1.4,1.5,3.0,.108,,1.9,-0.5,1.4,1.2
527,Robert Woodard\woodaro01,SF,21,SAC,11,29,18.4,.514,.286,.571,11.4,31.3,21.2,0.0,0.0,5.8,5.4,27.5,,0.0,0.0,0.0,.032,,0.2,-3.3,-3.2,0.0
528,Delon Wright\wrighde01,SG-PG,28,TOT,55,1475,15.9,.560,.316,.290,3.9,13.0,8.4,22.7,2.7,1.4,12.2,15.9,,2.2,1.4,3.6,.117,,0.6,1.3,1.9,1.4
528,Delon Wright\wrighde01,SG,28,DET,36,1052,16.5,.562,.304,.307,3.9,13.6,8.7,25.8,2.7,1.6,12.6,15.8,,1.7,1.3,3.0,.135,,1.1,1.8,2.8,1.3
528,Delon Wright\wrighde01,PG,28,SAC,19,423,14.3,.556,.344,.250,3.9,11.5,7.7,15.1,2.7,0.8,11.2,16.3,,0.5,0.2,0.7,.074,,-0.5,-0.1,-0.6,0.2
529,Thaddeus Young\youngth01,PF,32,CHI,60,1452,21.0,.594,.064,.160,11.4,16.9,14.2,27.6,2.3,2.0,16.1,21.8,,2.9,1.9,4.8,.158,,2.3,1.4,3.7,2.1
530,Trae Young\youngtr01,PG,22,ATL,56,1913,22.9,.589,.361,.501,2.0,10.2,6.2,45.6,1.3,0.5,16.3,33.0,,5.2,1.1,6.3,.158,,5.5,-1.7,3.8,2.8
531,Cody Zeller\zelleco01,C,28,CHO,40,819,18.1,.589,.099,.354,13.2,22.7,17.9,13.8,1.4,1.7,11.9,18.2,,1.8,0.9,2.7,.157,,-0.1,-0.1,-0.2,0.4
532,Ivica Zubac\zubaciv01,C,23,LAC,65,1461,19.2,.684,.008,.448,13.9,22.3,18.2,7.8,0.8,3.4,14.8,15.4,,4.3,1.9,6.2,.203,,0.6,-0.2,0.4,0.9
